PASSENGERS,UNIQUE_CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,MONTH
,,,,,,
0,"Commutair Aka Champlain Enterprises, Inc.",ITH,"Ithaca/Cortland, NY",CLE,"Cleveland, OH",1
,,,,,,
0,"Commutair Aka Champlain Enterprises, Inc.",ITH,"Ithaca/Cortland, NY",SYR,"Syracuse, NY",1
,,,,,,
0,"Commutair Aka Champlain Enterprises, Inc.",MDT,"Harrisburg, PA",ALB,"Albany, NY",1
,,,,,,
0,"Commutair Aka Champlain Enterprises, Inc.",MDT,"Harrisburg, PA",FNT,"Flint, MI",1
,,,,,,
0,"Commutair Aka Champlain Enterprises, Inc.",MDT,"Harrisburg, PA",MHT,"Manchester, NH",1
,,,,,,
0,"Commutair Aka Champlain Enterprises, Inc.",MHT,"Manchester, NH",ITH,"Ithaca/Cortland, NY",1
,,,,,,
0,"Commutair Aka Champlain Enterprises, Inc.",PHL,"Philadelphia, PA",CLE,"Cleveland, OH",1
,,,,,,
0,Amerijet International,MIA,"Miami, FL",SJU,"San Juan, PR",1
,,,,,,
0,Amerijet International,SJU,"San Juan, PR",MIA,"Miami, FL",1
,,,,,,
0,Lynden Air Cargo Airlines,ADQ,"Kodiak, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",ADQ,"Kodiak, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",BET,"Bethel, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",OME,"Nome, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",OTZ,"Kotzebue, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",PDX,"Portland, OR",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",RQI,"Nixon Fork Mine, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",SCC,"Deadhorse, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",TYE,"Tyonek, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ANC,"Anchorage, AK",WRI,"Fort Dix, NJ",1
,,,,,,
0,Lynden Air Cargo Airlines,BET,"Bethel, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,BET,"Bethel, AK",EDF,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,BET,"Bethel, AK",FVQ,"Donlin Creek Mine, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,BET,"Bethel, AK",SXQ,"Soldotna, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,FVQ,"Donlin Creek Mine, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,KTN,"Ketchikan, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,OBU,"Kobuk, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,OME,"Nome, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,OME,"Nome, AK",OTZ,"Kotzebue, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,OTZ,"Kotzebue, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,OTZ,"Kotzebue, AK",OBU,"Kobuk, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,OTZ,"Kotzebue, AK",SCC,"Deadhorse, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,PDX,"Portland, OR",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,RQI,"Nixon Fork Mine, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,SCC,"Deadhorse, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,SCC,"Deadhorse, AK",UMT,"Umiat, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,SXQ,"Soldotna, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,TYE,"Tyonek, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,UMT,"Umiat, AK",ANC,"Anchorage, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,UMT,"Umiat, AK",SCC,"Deadhorse, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,WRI,"Fort Dix, NJ",KTN,"Ketchikan, AK",1
,,,,,,
0,Lynden Air Cargo Airlines,ATL,"Atlanta, GA",WRI,"Fort Dix, NJ",1
,,,,,,
0,Lynden Air Cargo Airlines,WRI,"Fort Dix, NJ",ATL,"Atlanta, GA",1
,,,,,,
0,Spernak Airways Inc.,BVU,"Beluga, AK",MRI,"Anchorage, AK",1
,,,,,,
0,Spernak Airways Inc.,MRI,"Anchorage, AK",BVU,"Beluga, AK",1
,,,,,,
0,Spernak Airways Inc.,MRI,"Anchorage, AK",SKW,"Skwentna, AK",1
,,,,,,
0,Spernak Airways Inc.,MRI,"Anchorage, AK",SKW,"Skwentna, AK",1
,,,,,,
0,Spernak Airways Inc.,MRI,"Anchorage, AK",TYE,"Tyonek, AK",1
,,,,,,
0,Spernak Airways Inc.,MRI,"Anchorage, AK",XWA,"Granite Point, AK",1
,,,,,,
0,Spernak Airways Inc.,SKW,"Skwentna, AK",MRI,"Anchorage, AK",1
,,,,,,
0,Spernak Airways Inc.,TYE,"Tyonek, AK",MRI,"Anchorage, AK",1
,,,,,,
0,Spernak Airways Inc.,XWA,"Granite Point, AK",MRI,"Anchorage, AK",1
,,,,,,
1,Via Airlines d/b/a Charter Air Transport,PUW,"Pullman, WA",BUR,"Burbank, CA",1
,,,,,,
1,"Pacific Airways, Inc.",CGA,"Craig, AK",EDA,"Edna Bay, AK",1
,,,,,,
1,"Pacific Airways, Inc.",EDA,"Edna Bay, AK",CGA,"Craig, AK",1
,,,,,,
1,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,"Fairbanks, AK",AKP,"Anaktuvuk Pass, AK",1
,,,,,,
1,Bering Air Inc.,ABL,"Ambler, AK",OBU,"Kobuk, AK",1
,,,,,,
1,Bering Air Inc.,ABL,"Ambler, AK",WLK,"Selawik, AK",1
,,,,,,
1,Bering Air Inc.,GLV,"Golovin, AK",ANC,"Anchorage, AK",1
,,,,,,
1,Bering Air Inc.,GLV,"Golovin, AK",ELI,"Elim, AK",1
,,,,,,
1,Bering Air Inc.,GLV,"Golovin, AK",UNK,"Unalakleet, AK",1
,,,,,,
1,Bering Air Inc.,KOT,"Kotlik, AK",OME,"Nome, AK",1
,,,,,,
1,Bering Air Inc.,OME,"Nome, AK",KOT,"Kotlik, AK",1
,,,,,,
1,Bering Air Inc.,OTZ,"Kotzebue, AK",OTZ,"Kotzebue, AK",1
,,,,,,
1,Bering Air Inc.,PHO,"Point Hope, AK",BRW,"Barrow, AK",1
,,,,,,
1,Bering Air Inc.,RDB,"Red Dog, AK",IAN,"Kiana, AK",1
,,,,,,
1,Bering Air Inc.,RDB,"Red Dog, AK",SHG,"Shungnak, AK",1
,,,,,,
1,Bering Air Inc.,SKK,"Shaktoolik, AK",ELI,"Elim, AK",1
,,,,,,
1,Bering Air Inc.,SKK,"Shaktoolik, AK",GLV,"Golovin, AK",1
,,,,,,
1,Bering Air Inc.,SMK,"St. Michael, AK",UNK,"Unalakleet, AK",1
,,,,,,
1,Bering Air Inc.,TLA,"Teller, AK",KTS,"Brevig Mission, AK",1
,,,,,,
1,Bering Air Inc.,TLA,"Teller, AK",MRI,"Anchorage, AK",1
,,,,,,
1,Bering Air Inc.,WAA,"Wales, AK",KTS,"Brevig Mission, AK",1
,,,,,,
1,Bering Air Inc.,WMO,"White Mountain, AK",ELI,"Elim, AK",1
,,,,,,
1,Bering Air Inc.,WMO,"White Mountain, AK",GLV,"Golovin, AK",1
,,,,,,
1,Bering Air Inc.,WMO,"White Mountain, AK",SKK,"Shaktoolik, AK",1
,,,,,,
1,Wright Air Service,AKP,"Anaktuvuk Pass, AK",BTT,"Bettles, AK",1
,,,,,,
1,Wright Air Service,ARC,"Arctic Village, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Wright Air Service,BTT,"Bettles, AK",AKP,"Anaktuvuk Pass, AK",1
,,,,,,
1,Wright Air Service,CEM,"Central, AK",IRC,"Circle, AK",1
,,,,,,
1,Wright Air Service,CXF,"Coldfoot, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Wright Air Service,FAI,"Fairbanks, AK",GAL,"Galena, AK",1
,,,,,,
1,Wright Air Service,HUS,"Hughes, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Wright Air Service,IRC,"Circle, AK",CEM,"Central, AK",1
,,,,,,
1,Wright Air Service,MLY,"Manley Hot Springs, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Wright Air Service,MNT,"Minto, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Wright Air Service,NUL,"Nulato, AK",RBY,"Ruby, AK",1
,,,,,,
1,Wright Air Service,RBY,"Ruby, AK",NUL,"Nulato, AK",1
,,,,,,
1,Wright Air Service,VEE,"Venetie, AK",KBC,"Birch Creek, AK",1
,,,,,,
1,Peninsula Airways Inc.,KVC,"King Cove, AK",NLG,"Nelson Lagoon, AK",1
,,,,,,
1,Peninsula Airways Inc.,SNP,"St. Paul, AK",STG,"St. George Island, AK",1
,,,,,,
1,Peninsula Airways Inc.,UNK,"Unalakleet, AK",MCG,"McGrath, AK",1
,,,,,,
1,Air Excursions LLC,SGY,"Skagway, AK",HNS,"Haines, AK",1
,,,,,,
1,"PM Air, LLC",KTB,"Thorne Bay, AK",HYL,"Hollis, AK",1
,,,,,,
1,Island Air Service,ADQ,"Kodiak, AK",DGB,"Danger Bay, AK",1
,,,,,,
1,Island Air Service,ADQ,"Kodiak, AK",SYB,"Seal Bay, AK",1
,,,,,,
1,Island Air Service,ALZ,"Lazy Bay, AK",ADQ,"Kodiak, AK",1
,,,,,,
1,Island Air Service,KKB,"Kitoi Bay, AK",ADQ,"Kodiak, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",MCG,"McGrath, AK",ANV,"Anvik, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",MCG,"McGrath, AK",KGX,"Grayling, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",MCG,"McGrath, AK",MCG,"McGrath, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",MCG,"McGrath, AK",MCG,"McGrath, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",MCG,"McGrath, AK",RQI,"Nixon Fork Mine, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",MCG,"McGrath, AK",TLJ,"Tatalina, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",NIB,"Nikolai, AK",RQI,"Nixon Fork Mine, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",RQI,"Nixon Fork Mine, AK",NIB,"Nikolai, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",TLJ,"Tatalina, AK",MCG,"McGrath, AK",1
,,,,,,
1,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",TLJ,"Tatalina, AK",MCG,"McGrath, AK",1
,,,,,,
1,Iliamna Air Taxi,AKN,"King Salmon, AK",NNL,"Nondalton, AK",1
,,,,,,
1,Iliamna Air Taxi,ANC,"Anchorage, AK",AKN,"King Salmon, AK",1
,,,,,,
1,Iliamna Air Taxi,ANC,"Anchorage, AK",EGX,"Egegik, AK",1
,,,,,,
1,Iliamna Air Taxi,ANC,"Anchorage, AK",KNK,"Kokhanok, AK",1
,,,,,,
1,Iliamna Air Taxi,EGX,"Egegik, AK",ILI,"Iliamna, AK",1
,,,,,,
1,Iliamna Air Taxi,ILI,"Iliamna, AK",EGX,"Egegik, AK",1
,,,,,,
1,Iliamna Air Taxi,ILI,"Iliamna, AK",ENA,"Kenai, AK",1
,,,,,,
1,Iliamna Air Taxi,ILI,"Iliamna, AK",KCQ,"Chignik, AK",1
,,,,,,
1,Iliamna Air Taxi,ILI,"Iliamna, AK",KGK,"Koliganek, AK",1
,,,,,,
1,Iliamna Air Taxi,ILI,"Iliamna, AK",PTA,"Port Alsworth, AK",1
,,,,,,
1,Iliamna Air Taxi,ILI,"Iliamna, AK",PTH,"Port Heiden, AK",1
,,,,,,
1,Iliamna Air Taxi,KLL,"Levelock, AK",KNK,"Kokhanok, AK",1
,,,,,,
1,Iliamna Air Taxi,KNK,"Kokhanok, AK",NNL,"Nondalton, AK",1
,,,,,,
1,Iliamna Air Taxi,NNL,"Nondalton, AK",IGG,"Igiugig, AK",1
,,,,,,
1,Iliamna Air Taxi,NNL,"Nondalton, AK",PTA,"Port Alsworth, AK",1
,,,,,,
1,Iliamna Air Taxi,PTA,"Port Alsworth, AK",KNK,"Kokhanok, AK",1
,,,,,,
1,Iliamna Air Taxi,PTA,"Port Alsworth, AK",NNL,"Nondalton, AK",1
,,,,,,
1,Iliamna Air Taxi,WQZ,"Chignik Lake, AK",ILI,"Iliamna, AK",1
,,,,,,
1,Smokey Bay Air Inc.,HOM,"Homer, AK",HOM,"Homer, AK",1
,,,,,,
1,Warbelow,CEM,"Central, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Warbelow,FAI,"Fairbanks, AK",AET,"Allakaket, AK",1
,,,,,,
1,Warbelow,FAI,"Fairbanks, AK",GAL,"Galena, AK",1
,,,,,,
1,Warbelow,SVS,"Stevens Village, AK",WBQ,"Beaver, AK",1
,,,,,,
1,"Dynamic Aviation, Inc. d/b/a Beacon",ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK",1
,,,,,,
1,Grant Aviation,7AK,"Akun, AK",DUT,"Unalaska, AK",1
,,,,,,
1,Grant Aviation,AKI,"Akiak, AK",BET,"Bethel, AK",1
,,,,,,
1,Grant Aviation,BET,"Bethel, AK",AKI,"Akiak, AK",1
,,,,,,
1,Grant Aviation,BET,"Bethel, AK",AKK,"Akhiok, AK",1
,,,,,,
1,Grant Aviation,BET,"Bethel, AK",DLG,"Dillingham, AK",1
,,,,,,
1,Grant Aviation,BET,"Bethel, AK",MLL,"Marshall, AK",1
,,,,,,
1,Grant Aviation,DLG,"Dillingham, AK",WSN,"South Naknek, AK",1
,,,,,,
1,Grant Aviation,DUT,"Unalaska, AK",IKO,"Nikolski, AK",1
,,,,,,
1,Grant Aviation,DUT,"Unalaska, AK",KQA,"Akutan, AK",1
,,,,,,
1,Grant Aviation,EEK,"Eek, AK",WTL,"Tuntutuliak, AK",1
,,,,,,
1,Grant Aviation,EGX,"Egegik, AK",KCL,"Chignik Lagoon, AK",1
,,,,,,
1,Grant Aviation,IGG,"Igiugig, AK",DLG,"Dillingham, AK",1
,,,,,,
1,Grant Aviation,IKO,"Nikolski, AK",DUT,"Unalaska, AK",1
,,,,,,
1,Grant Aviation,KKH,"Kongiganak, AK",WTL,"Tuntutuliak, AK",1
,,,,,,
1,Grant Aviation,KKI,"Akiachak, AK",TLT,"Tuluksak, AK",1
,,,,,,
1,Grant Aviation,KNW,"New Stuyahok, AK",KEK,"Ekwok, AK",1
,,,,,,
1,Grant Aviation,KNW,"New Stuyahok, AK",KGK,"Koliganek, AK",1
,,,,,,
1,Grant Aviation,KPN,"Kipnuk, AK",KWK,"Kwigillingok, AK",1
,,,,,,
1,Grant Aviation,KPN,"Kipnuk, AK",KWN,"Quinhagak, AK",1
,,,,,,
1,Grant Aviation,KPV,"Perryville, AK",KCL,"Chignik Lagoon, AK",1
,,,,,,
1,Grant Aviation,KUK,"Kasigluk, AK",VAK,"Chevak, AK",1
,,,,,,
1,Grant Aviation,KWK,"Kwigillingok, AK",KKH,"Kongiganak, AK",1
,,,,,,
1,Grant Aviation,MYU,"Mekoryuk, AK",NME,"Nightmute, AK",1
,,,,,,
1,Grant Aviation,MYU,"Mekoryuk, AK",OOK,"Toksook, AK",1
,,,,,,
1,Grant Aviation,MYU,"Mekoryuk, AK",TNK,"Tununak, AK",1
,,,,,,
1,Grant Aviation,NME,"Nightmute, AK",WWT,"Newtok, AK",1
,,,,,,
1,Grant Aviation,PTH,"Port Heiden, AK",KCQ,"Chignik, AK",1
,,,,,,
1,Grant Aviation,SCM,"Scammon Bay, AK",WBB,"Stebbins, AK",1
,,,,,,
1,Grant Aviation,SCM,"Scammon Bay, AK",WBB,"Stebbins, AK",1
,,,,,,
1,Grant Aviation,TNK,"Tununak, AK",KUK,"Kasigluk, AK",1
,,,,,,
1,Grant Aviation,TNK,"Tununak, AK",OOK,"Toksook, AK",1
,,,,,,
1,Grant Aviation,TNK,"Tununak, AK",WWT,"Newtok, AK",1
,,,,,,
1,Grant Aviation,TOG,"Togiak, AK",KWN,"Quinhagak, AK",1
,,,,,,
1,Grant Aviation,WQZ,"Chignik Lake, AK",PIP,"Pilot Point, AK",1
,,,,,,
1,Grant Aviation,WQZ,"Chignik Lake, AK",PTH,"Port Heiden, AK",1
,,,,,,
1,Grant Aviation,WTL,"Tuntutuliak, AK",KKH,"Kongiganak, AK",1
,,,,,,
1,Grant Aviation,WTL,"Tuntutuliak, AK",KWK,"Kwigillingok, AK",1
,,,,,,
1,Grant Aviation,WWT,"Newtok, AK",OOK,"Toksook, AK",1
,,,,,,
1,Hageland Aviation Service,AA8,"Deadhorse, AK",SCC,"Deadhorse, AK",1
,,,,,,
1,Hageland Aviation Service,AKI,"Akiak, AK",KKI,"Akiachak, AK",1
,,,,,,
1,Hageland Aviation Service,ANC,"Anchorage, AK",ENA,"Kenai, AK",1
,,,,,,
1,Hageland Aviation Service,ANI,"Aniak, AK",KGX,"Grayling, AK",1
,,,,,,
1,Hageland Aviation Service,ANI,"Aniak, AK",MCG,"McGrath, AK",1
,,,,,,
1,Hageland Aviation Service,ANI,"Aniak, AK",SRV,"Stony River, AK",1
,,,,,,
1,Hageland Aviation Service,ANV,"Anvik, AK",BET,"Bethel, AK",1
,,,,,,
1,Hageland Aviation Service,ATT,"Atmautluak, AK",BET,"Bethel, AK",1
,,,,,,
1,Hageland Aviation Service,AUK,"Alakanuk, AK",EMK,"Emmonak, AK",1
,,,,,,
1,Hageland Aviation Service,AUK,"Alakanuk, AK",HPB,"Hooper Bay, AK",1
,,,,,,
1,Hageland Aviation Service,AUK,"Alakanuk, AK",KSM,"St. Mary's, AK",1
,,,,,,
1,Hageland Aviation Service,AUK,"Alakanuk, AK",WBB,"Stebbins, AK",1
,,,,,,
1,Hageland Aviation Service,BET,"Bethel, AK",KPN,"Kipnuk, AK",1
,,,,,,
1,Hageland Aviation Service,BET,"Bethel, AK",MOU,"Mountain Village, AK",1
,,,,,,
1,Hageland Aviation Service,CHU,"Chuathbaluk, AK",ANI,"Aniak, AK",1
,,,,,,
1,Hageland Aviation Service,CHU,"Chuathbaluk, AK",SLQ,"Sleetmute, AK",1
,,,,,,
1,Hageland Aviation Service,CKD,"Crooked Creek, AK",CHU,"Chuathbaluk, AK",1
,,,,,,
1,Hageland Aviation Service,CKD,"Crooked Creek, AK",SLQ,"Sleetmute, AK",1
,,,,,,
1,Hageland Aviation Service,CKD,"Crooked Creek, AK",SLQ,"Sleetmute, AK",1
,,,,,,
1,Hageland Aviation Service,DRG,"Deering, AK",RDB,"Red Dog, AK",1
,,,,,,
1,Hageland Aviation Service,EEK,"Eek, AK",WTL,"Tuntutuliak, AK",1
,,,,,,
1,Hageland Aviation Service,ELI,"Elim, AK",GAL,"Galena, AK",1
,,,,,,
1,Hageland Aviation Service,ELI,"Elim, AK",WMO,"White Mountain, AK",1
,,,,,,
1,Hageland Aviation Service,EMK,"Emmonak, AK",MOU,"Mountain Village, AK",1
,,,,,,
1,Hageland Aviation Service,EMK,"Emmonak, AK",PQS,"Pilot Station, AK",1
,,,,,,
1,Hageland Aviation Service,ENA,"Kenai, AK",ANC,"Anchorage, AK",1
,,,,,,
1,Hageland Aviation Service,FAI,"Fairbanks, AK",SCC,"Deadhorse, AK",1
,,,,,,
1,Hageland Aviation Service,GLV,"Golovin, AK",WMO,"White Mountain, AK",1
,,,,,,
1,Hageland Aviation Service,HCR,"Holy Cross, AK",RSH,"Russian Mission, AK",1
,,,,,,
1,Hageland Aviation Service,HPB,"Hooper Bay, AK",KSM,"St. Mary's, AK",1
,,,,,,
1,Hageland Aviation Service,KAL,"Kaltag, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Hageland Aviation Service,KGX,"Grayling, AK",ANV,"Anvik, AK",1
,,,,,,
1,Hageland Aviation Service,KGX,"Grayling, AK",MCG,"McGrath, AK",1
,,,,,,
1,Hageland Aviation Service,KOT,"Kotlik, AK",MLL,"Marshall, AK",1
,,,,,,
1,Hageland Aviation Service,KSM,"St. Mary's, AK",AUK,"Alakanuk, AK",1
,,,,,,
1,Hageland Aviation Service,KSM,"St. Mary's, AK",MLL,"Marshall, AK",1
,,,,,,
1,Hageland Aviation Service,KSM,"St. Mary's, AK",WBB,"Stebbins, AK",1
,,,,,,
1,Hageland Aviation Service,KWK,"Kwigillingok, AK",BET,"Bethel, AK",1
,,,,,,
1,Hageland Aviation Service,KWK,"Kwigillingok, AK",PKA,"Napaskiak, AK",1
,,,,,,
1,Hageland Aviation Service,MCG,"McGrath, AK",ANV,"Anvik, AK",1
,,,,,,
1,Hageland Aviation Service,MCG,"McGrath, AK",KGX,"Grayling, AK",1
,,,,,,
1,Hageland Aviation Service,MCG,"McGrath, AK",SHX,"Shageluk, AK",1
,,,,,,
1,Hageland Aviation Service,MOU,"Mountain Village, AK",SXP,"Sheldon Point, AK",1
,,,,,,
1,Hageland Aviation Service,MYU,"Mekoryuk, AK",KUK,"Kasigluk, AK",1
,,,,,,
1,Hageland Aviation Service,NUP,"Nunapitchuk, AK",ATT,"Atmautluak, AK",1
,,,,,,
1,Hageland Aviation Service,OBU,"Kobuk, AK",ABL,"Ambler, AK",1
,,,,,,
1,Hageland Aviation Service,OOK,"Toksook, AK",SCM,"Scammon Bay, AK",1
,,,,,,
1,Hageland Aviation Service,PIZ,"Point Lay, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Hageland Aviation Service,PKA,"Napaskiak, AK",BET,"Bethel, AK",1
,,,,,,
1,Hageland Aviation Service,PQS,"Pilot Station, AK",SHX,"Shageluk, AK",1
,,,,,,
1,Hageland Aviation Service,PQS,"Pilot Station, AK",WBB,"Stebbins, AK",1
,,,,,,
1,Hageland Aviation Service,RDB,"Red Dog, AK",ABL,"Ambler, AK",1
,,,,,,
1,Hageland Aviation Service,RSH,"Russian Mission, AK",A37,"Kako, AK",1
,,,,,,
1,Hageland Aviation Service,RSH,"Russian Mission, AK",ANI,"Aniak, AK",1
,,,,,,
1,Hageland Aviation Service,RSH,"Russian Mission, AK",ANV,"Anvik, AK",1
,,,,,,
1,Hageland Aviation Service,RSH,"Russian Mission, AK",MLL,"Marshall, AK",1
,,,,,,
1,Hageland Aviation Service,SCC,"Deadhorse, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Hageland Aviation Service,SCM,"Scammon Bay, AK",HPB,"Hooper Bay, AK",1
,,,,,,
1,Hageland Aviation Service,SHG,"Shungnak, AK",RDB,"Red Dog, AK",1
,,,,,,
1,Hageland Aviation Service,SHX,"Shageluk, AK",KGX,"Grayling, AK",1
,,,,,,
1,Hageland Aviation Service,SHX,"Shageluk, AK",MCG,"McGrath, AK",1
,,,,,,
1,Hageland Aviation Service,SLQ,"Sleetmute, AK",CKD,"Crooked Creek, AK",1
,,,,,,
1,Hageland Aviation Service,SLQ,"Sleetmute, AK",SRV,"Stony River, AK",1
,,,,,,
1,Hageland Aviation Service,SMK,"St. Michael, AK",KSM,"St. Mary's, AK",1
,,,,,,
1,Hageland Aviation Service,SRV,"Stony River, AK",ANI,"Aniak, AK",1
,,,,,,
1,Hageland Aviation Service,SXP,"Sheldon Point, AK",MOU,"Mountain Village, AK",1
,,,,,,
1,Hageland Aviation Service,SXP,"Sheldon Point, AK",MOU,"Mountain Village, AK",1
,,,,,,
1,Hageland Aviation Service,UNK,"Unalakleet, AK",EMK,"Emmonak, AK",1
,,,,,,
1,Hageland Aviation Service,UNK,"Unalakleet, AK",GAM,"Gambell, AK",1
,,,,,,
1,Hageland Aviation Service,UNK,"Unalakleet, AK",KOT,"Kotlik, AK",1
,,,,,,
1,Hageland Aviation Service,UNK,"Unalakleet, AK",SVA,"Savoonga, AK",1
,,,,,,
1,Hageland Aviation Service,UNK,"Unalakleet, AK",WMO,"White Mountain, AK",1
,,,,,,
1,Hageland Aviation Service,VAK,"Chevak, AK",OOK,"Toksook, AK",1
,,,,,,
1,Hageland Aviation Service,VEE,"Venetie, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Hageland Aviation Service,WBB,"Stebbins, AK",PQS,"Pilot Station, AK",1
,,,,,,
1,Hageland Aviation Service,WBQ,"Beaver, AK",FAI,"Fairbanks, AK",1
,,,,,,
1,Hageland Aviation Service,WLK,"Selawik, AK",ABL,"Ambler, AK",1
,,,,,,
1,Hageland Aviation Service,WLK,"Selawik, AK",DRG,"Deering, AK",1
,,,,,,
1,Hageland Aviation Service,WLK,"Selawik, AK",OTZ,"Kotzebue, AK",1
,,,,,,
1,Hageland Aviation Service,WMO,"White Mountain, AK",GAL,"Galena, AK",1
,,,,,,
1,Hageland Aviation Service,WTL,"Tuntutuliak, AK",KWK,"Kwigillingok, AK",1
,,,,,,
1,Hageland Aviation Service,WWT,"Newtok, AK",PKA,"Napaskiak, AK",1
,,,,,,
1,Kalinin Aviation LLC d/b/a Alaska Seaplanes,ELV,"Elfin Cove, AK",JNU,"Juneau, AK",1
,,,,,,
1,Kalinin Aviation LLC d/b/a Alaska Seaplanes,JNU,"Juneau, AK",EXI,"Excursion Inlet, AK",1
,,,,,,
1,Venture Travel LLC d/b/a Taquan Air Service,EDA,"Edna Bay, AK",KTB,"Thorne Bay, AK",1
,,,,,,
1,Venture Travel LLC d/b/a Taquan Air Service,KCC,"Coffman Cove, AK",WFB,"Ketchikan, AK",1
,,,,,,
1,Venture Travel LLC d/b/a Taquan Air Service,KTB,"Thorne Bay, AK",EDA,"Edna Bay, AK",1
,,,,,,
1,Venture Travel LLC d/b/a Taquan Air Service,WFB,"Ketchikan, AK",HYL,"Hollis, AK",1
,,,,,,
1,Venture Travel LLC d/b/a Taquan Air Service,WFB,"Ketchikan, AK",HYL,"Hollis, AK",1
,,,,,,
1,Venture Travel LLC d/b/a Taquan Air Service,WFB,"Ketchikan, AK",KTB,"Thorne Bay, AK",1
,,,,,,
1,Venture Travel LLC d/b/a Taquan Air Service,WFB,"Ketchikan, AK",WHD,"Hyder, AK",1
,,,,,,
1,Vision Airlines,AUS,"Austin, TX",SAT,"San Antonio, TX",1
,,,,,,
1,Vision Airlines,CHS,"Charleston, SC",CAE,"Columbia, SC",1
,,,,,,
1,Vision Airlines,CLE,"Cleveland, OH",YNG,"Youngstown/Warren, OH",1
,,,,,,
1,Vision Airlines,DAB,"Daytona Beach, FL",JAX,"Jacksonville, FL",1
,,,,,,
1,Vision Airlines,DFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX",1
,,,,,,
1,Vision Airlines,FLL,"Fort Lauderdale, FL",PBI,"West Palm Beach/Palm Beach, FL",1
,,,,,,
1,Vision Airlines,GPT,"Gulfport/Biloxi, MS",HOU,"Houston, TX",1
,,,,,,
